epoch,learningRate,trainLoss,valLoss,trainAccuracy,trainMacroPrecision,trainMacroRecall,trainMacroF1,trainWeightedF1,valAccuracy,valMacroPrecision,valMacroRecall,valMacroF1,valWeightedF1
1,0.001,1.6383104485170126,1.6504425944114218,0.34092980856882404,0.33946409979364733,0.3443858363725241,0.328434662865067,0.35228219869499217,0.3795918367346939,0.43474893510180884,0.36646158836123616,0.3446232282227409,0.39844882393955305
2,0.001,1.332323621812471,1.480390012507536,0.4840474020054695,0.49256254632617297,0.5070949399121131,0.46865169512600424,0.4951147167883911,0.42448979591836733,0.4872174320000407,0.4537341117805118,0.4205000540076053,0.4641975186031721
3,0.001,1.1024356816395262,1.2727638945287587,0.5824977210574294,0.5739378465490345,0.5990679285303181,0.5653396405414955,0.5897191589844978,0.5551020408163265,0.5663973063973065,0.5702988826256821,0.5358566085848985,0.5848451957157972
4,0.001,0.8883890637290837,1.109447438862859,0.6672743846855059,0.6511720318787672,0.697743910813375,0.6608083765327541,0.6688673839159316,0.6285714285714286,0.6040977536671349,0.6391560077736014,0.5972131643878945,0.6367155665176177
5,0.001,0.7686914845608317,1.1230729278253049,0.715587967183227,0.6984165025397001,0.7442618958759578,0.7103690916815886,0.7155571374303337,0.6448979591836734,0.6163935535681115,0.6358779899606998,0.6056383470834179,0.6591924668722445
6,0.001,0.6506131304973022,1.0848105445200082,0.7611668185961714,0.7470512610059603,0.7819573419706702,0.7581879003047436,0.7618476663317968,0.6530612244897959,0.6317324017613948,0.6579009417061248,0.6220039860985134,0.6672696186603636
7,0.001,0.5951201573707021,1.0287330875591356,0.7848678213309025,0.7753345936977624,0.8100692564362074,0.7863382474046392,0.7851158601115789,0.6693877551020408,0.6428037526292675,0.6904674877137902,0.6427722557532162,0.6805038631757733
8,0.001,0.520717750219399,1.1566492854332437,0.8076572470373746,0.8009521327416588,0.8275607471608101,0.8089082410338656,0.8078347253179583,0.636734693877551,0.6057580574740155,0.6352381962720192,0.6007086353074275,0.6491423129841188
9,0.001,0.5021164437370509,1.051312886938757,0.804922515952598,0.7866698201066334,0.8337167583187642,0.798597541997829,0.8064569364813019,0.6816326530612244,0.653090560407129,0.6993964800942053,0.6540145155336453,0.6911856112716225
10,0.001,0.4255247167163039,1.0164661582635373,0.8395624430264357,0.8355185615695624,0.8633125080178843,0.8460568163425846,0.8390940262466425,0.7020408163265306,0.6714099077480937,0.7067456324457938,0.6724829675800889,0.7137214122031972
